user_id,gender,age_group,handedness,device_type,consent_version,trial_index,valence,arousal,submitted_at,seq,x,y,trap,trap_result
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,0,231.818181818182,362.286931818182,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,0,269.318181818182,388.423295454545,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,1,231.818181818182,362.286931818182,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,1,268.181818181818,388.423295454545,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,2,231.818181818182,362.286931818182,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,2,267.045454545455,388.423295454545,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,3,226.136363636364,362.286931818182,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,3,261.363636363636,388.423295454545,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,4,214.772727272727,362.286931818182,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,4,250.0,388.423295454545,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,5,200.0,362.286931818182,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,5,234.090909090909,388.423295454545,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,6,176.136363636364,354.332386363636,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,6,214.772727272727,388.423295454545,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,7,153.409090909091,332.741477272727,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,7,192.045454545455,383.877840909091,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,8,138.636363636364,303.196022727273,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,8,164.772727272727,369.105113636364,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,9,130.681818181818,258.877840909091,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,9,137.5,342.96875,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,10,129.545454545455,215.696022727273,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,10,119.318181818182,307.741477272727,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,11,140.909090909091,183.877840909091,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,11,111.363636363636,267.96875,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,12,163.636363636364,156.605113636364,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,12,111.363636363636,227.059659090909,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,13,197.727272727273,139.559659090909,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,13,119.318181818182,188.423295454545,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,14,235.227272727273,133.877840909091,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,14,139.772727272727,158.877840909091,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,15,276.136363636364,141.832386363636,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,15,170.454545454545,137.286931818182,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,16,317.045454545455,165.696022727273,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,16,211.363636363636,125.923295454545,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,17,346.590909090909,197.514204545455,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,17,257.954545454545,124.786931818182,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,18,365.909090909091,233.877840909091,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,18,301.136363636364,138.423295454545,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,19,377.272727272727,271.377840909091,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,19,335.227272727273,165.696022727273,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,20,380.681818181818,306.605113636364,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,20,362.5,200.923295454545,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,21,375.0,337.286931818182,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,21,384.090909090909,241.832386363636,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,22,357.954545454545,361.150568181818,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,22,394.318181818182,278.196022727273,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,23,327.272727272727,380.46875,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,23,397.727272727273,310.014204545455,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,24,282.954545454545,391.832386363636,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,24,394.318181818182,338.423295454545,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,25,242.045454545455,391.832386363636,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,25,384.090909090909,362.286931818182,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,26,209.090909090909,385.014204545455,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,26,367.045454545455,383.877840909091,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,27,184.090909090909,375.923295454545,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,27,339.772727272727,403.196022727273,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-4,5,2025-09-16T14:49:44,28,168.181818181818,370.241477272727,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,28,300,417.96875,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,29,260.227272727273,423.650568181818,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,30,221.590909090909,423.650568181818,0,""
1as8iwft,male,20s,right,pc,v1.0,1,-8,-2,2025-09-16T15:19:42,31,190.909090909091,423.650568181818,0,""
1as8iwft,male,20s,right,pc,v1.0,2,10,-5,2025-09-16T14:49:47,0,275,303.764204545455,0,""
1as8iwft,male,20s,right,pc,v1.0,2,-1,7,2025-09-16T15:19:43,0,267.045454545455,391.832386363636,0,""
1as8iwft,male,20s,right,pc,v1.0,2,10,-5,2025-09-16T14:49:47,1,275,304.900568181818,0,""
1as8iwft,male,20s,right,pc,v1.0,2,-1,7,2025-09-16T15:19:43,1,267.045454545455,391.832386363636,0,""
1as8iwft,male,20s,right,pc,v1.0,2,10,-5,2025-09-16T14:49:47,2,275,304.900568181818,0,""
1as8iwft,male,20s,right,pc,v1.0,2,-1,7,2025-09-16T15:19:43,2,264.772727272727,391.832386363636,0,""
1as8iwft,male,20s,right,pc,v1.0,2,10,-5,2025-09-16T14:49:47,3,271.590909090909,306.036931818182,0,""
1as8iwft,male,20s,right,pc,v1.0,2,-1,7,2025-09-16T15:19:43,3,259.090909090909,391.832386363636,0,""
1as8iwft,male,20s,right,pc,v1.0,2,10,-5,2025-09-16T14:49:47,4,263.636363636364,308.309659090909,0,""
1as8iwft,male,20s,right,pc,v1.0,2,-1,7,2025-09-16T15:19:43,4,247.727272727273,391.832386363636,0,""
1as8iwft,male,20s,right,pc,v1.0,2,10,-5,2025-09-16T14:49:47,5,251.136363636364,308.309659090909,0,""
1as8iwft,male,20s,right,pc,v1.0,2,-1,7,2025-09-16T15:19:43,5,221.590909090909,391.832386363636,0,""
1as8iwft,male,20s,right,pc,v1.0,2,10,-5,2025-09-16T14:49:47,6,231.818181818182,308.309659090909,0,""
